source,target
"I got some water, I got some bread: for perhaps I should have to walk far; and my strength, sorely shaken of late, must not break down.","Comí pan y bebí agua, porque acaso necesitaría caminar largo tiempo."
"He chose a straight young fir, with no knots, and which he had only to square at the step, and round off at the top.","Escogió un abeto joven y recto, sin nudos, que no tuvo que hacer más que labrar en la planta y redondear por la cabeza."
"Finally, at Lilliers I lost all trace of her. I was going about at random, inquiring of everybody, when I saw you gallop past.","Iba al azar, informándome con todo el mundo, cuando os he visto pasar al galope; he reconocido al señor D'Artagnan."
"""Now,"" said Felton, ""we are safe.""","Ahora dijo Felton , estamos salvados."
"'The laws are there, my dear, and since you have invited it I will tell you who is at fault for it all: you, and you, and no one but you!","Hay leyes, sí; las hay, mujer. Y si quieres saber quién es el culpable, te lo diré: tú y nadie más que tú, Siempre ha habido leyes contra tales personajes y las hay aún."
"And yet you cannot guard yourself too closely.""","Sin embargo, toda precaución es poca."
"""Go on, d’Artagnan! Spur, spur!"" and he fired two pistols.","¡Pica espuelas, pícalas! y soltó dos tiros de pistola."
"""Don’t forget to treat me harshly in speaking of me to the abbess.""",No olvidéis tratarme duramente cuando habléis de mí a la abadesa.
"""And Mason?""",-¿Y Mason?
"'But, Anna...'",–Pero Ana...
"There was no label this time with the words 'DRINK ME,' but nevertheless she uncorked it and put it to her lips. 'I know something interesting is sure to happen,' she said to herself, 'whenever I eat or drink anything; so I'll just see what this bottle does.","Esta vez no había letrerito con la palabra «BEBEME», pero de todos modos Alicia lo destapó y se lo llevó a los labios. --Estoy segura de que, si como o bebo algo, ocurrirá algo interesante --se dijo--. Y voy a ver qué pasa con esta botella."
"Unluckily, too, his teeth have started aching.","Hable con mi hijo, se lo ruego."
"In my opinion, we'll never again have such an opportunity.""",Me parece a mí que no volveremos a encontrar nunca una ocasión semejante.
This book I had again and again perused with delight.,Yo los leía siempre con deleite renovado y me parecían mucho más interesantes que los cuentos de hadas.
"So I reasoned with myself in the morning, and I tell you the direction of my suspicions, however much the result may have shown that they were unfounded.","Así razonaba yo conmigo mismo por la mañana y le cuento la dirección que tomaron mis sospechas, pese a que nuestras posteriores averiguaciones han demostrado que carecían por completo de fundamento."
"""What?""",––¿Cómo dice?
"""I flatter myself,"" replied Elinor, ""that even under the disadvantage of better rooms and a broader staircase, you will hereafter find your own house as faultless as you now do this.""","-Creo saber -replicó Elinor- que incluso con la desventaja de mejores habitaciones y una escalera más amplia, en adelante encontrará su propia casa tan impecable como ésta."
"The others I ordered to my bower, as I called it, of which I have given a full description: and as it was fenced in, and they pinioned, the place was secure enough, considering they were upon their behaviour.","Ordené que los otros fueran encerrados en mi casa de campo, como solía llamarla, la cual he descrito en detalle. Como estaba cerrada y ellos estaban atados, resultaba muy segura, teniendo en cuenta que debían comportarse bien."
"'I should be really hurt, if I were not so fond of you.",Le aseguro que me molestaría con usted si no fuera por lo que la quiero.
"""When?""",¿Cuándo?
'Leave off!' He turned and opened his eyes.,Déjame... –dio media vuelta y abrió los ojos–.
His eyes were wide open as if he had not slept at all.,Tenía los ojos muy abiertos y parecía que no hubiera llegado a dormirse.
"The bachelor replied that at all events the affair promised well, and he hoped for a happy result from it; and putting his services at Don Antonio's commands he took his leave of him; and having had his armour packed at once upon a mule, he rode away from the city the same day on the horse he rode to battle, and returned to his own country without meeting any adventure calling for record in this veracious history.","El cual respondió que ya una por una estaba en buen punto aquel negocio, de quien esperaba feliz suceso. Y, habiéndose ofrecido don Antonio de hacer lo que más le mandase, se despidió dél; y, hecho liar sus armas sobre un macho, luego al mismo punto, sobre el caballo con que entró en la batalla, se salió de la ciudad aquel mismo día y se volvió a su patria, sin sucederle cosa que obligue a contarla en esta verdadera historia."
"As for the family in which it would be placed (baleen whale, sperm whale, or dolphin), the genus to which it belonged, and the species in which it would find its proper home, these questions had to be left for later.","En cuanto a la familia en que se inscribiera, ballena, cachalote o delfín, en cuanto al género del que formara parte, en cuanto a la especie a que hubiera que adscribirle, era una cuestión a elucidar posteriormente."
"There followed between these two personages a strange silence, during which the sound of a slow and regular step was heard approaching. Shortly a human form appeared in the shade of the corridor, and the young lieutenant, with whom we are already acquainted, stopped at the threshold to receive the orders of the baron.","Entre los dos personajes se hizo un silencio extraño, durante el cual se oyó el ruido de un paso lento y regular que se acercaba; al punto, en la sombra del corredor se vio dibujarse una forma humana, y el joven teniente con el que ya hemos trabado conocimiento se detuvo en el umbral, esperando las órdenes del barón."
"In Society he is the most amiable man I know, and a passionate croquet player. You'll see!","Como hombre de mundo, es el más amable que conozco y un apasionado jugador de cricket, ya lo verá."
"We set out cold, we arrived at church colder: during the morning service we became almost paralysed.","Llegábamos heladas, entrábamos en el templo más helado aún y permanecíamos, paralizadas de frío, mientras duraban los Oficios religiosos."
'But she has a child; I suppose she is occupied with her?' said Levin..,"–Pero Ana tiene, según creo, una hija –dijo Levin–. Esto debe también de ocuparla mucho."
"He did not in the least believe in death, which was so often mentioned to him.","Sergio se negaba en redondo a creer en la muerte, de la que le hablaban tan a menudo."
"However, the temperature was not as yet much lower, and a centigrade thermometer, transported to Lincoln Island, would still have marked an average of ten to twelve degrees above zero.","Sin embargo, la temperatura todavía no había bajado sensiblemente y un termómetro centígrado, trasladado a la isla de Lincoln, habría marcado todavía, por término medio, de diez a doce grados sobre cero."
"Why they WERE different, Robert exclaimed to her himself in the course of a quarter of an hour's conversation; for, talking of his brother, and lamenting the extreme GAUCHERIE which he really believed kept him from mixing in proper society, he candidly and generously attributed it much less to any natural deficiency, than to the misfortune of a private education; while he himself, though probably without any particular, any material superiority by nature, merely from the advantage of a public school, was as well fitted to mix in the world as any other man.","Por supuesto que eran diferentes, le explicó Robert al describirse a sí mismo en el transcurso del cuarto de hora de conversación que mantuvieron; refiriéndose a su hermano, lamentó la extremada gaucherie que, en su verdadera opinión, le impedía alternar en la buena sociedad, atribuyéndola imparcial y generosamente mucho menos a una falencia innata que a la desgracia de haber sido educado por un preceptor particular; mientras que en su caso, aunque probablemente sin ninguna superioridad natural o material en especial, por la sencilla razón de haber gozado de las ventajas de la educación privada, estaba tan bien equipado como el que más para incursionar en el mundo."
